"id","client_name","euros_spent","fidelity_points_earned","purchase_date","number_of_items"
"4b134532-d163-4476-87eb-3f1afa40fdc4","Blanca Day",6394,3197,"2017-04-23T11:15:01.705Z","4"
"220c2255-a5f4-4a1c-a0cf-cbcdf8551208","Leland Johnston",24713,12356,"2017-09-12T11:22:49.962Z","1"
"d969d429-6d62-413f-b682-2de379dda0b8","Jeffery Cook",25829,12914,"2017-06-01T06:26:14.631Z","1"
"529dc5b0-62f5-4f26-b137-972286ca02f7","Zachary Harvey",34019,17009,"2017-05-04T13:20:41.112Z","1"
"16a20300-8c7a-4d84-be38-a805c9f456fc","Shawna Joseph",29121,14560,"2017-10-19T09:04:05.933Z","1"
"bb0138f4-c481-4403-b1d8-21d620cdfa38","Tomas Harrison",39716,19858,"2017-01-07T13:46:29.124Z","1"
"3cae5447-47e9-4efb-8ee7-a1ba7088b3fd","Tracey Murphy",27711,13855,"2017-01-23T16:26:31.440Z","1"
"0809f5e1-6168-4e14-a1d8-d5ce46638725","Pedro Baker",163,81,"2017-06-23T14:31:01.272Z","3"
"924dde16-6514-406f-84ad-b6cd2dda571c","Angela Pratt",19265,9632,"2017-05-04T14:19:11.677Z","3"
"8b784196-37da-4670-8aa8-052f535bed6a","Cary Hines",39594,19797,"2017-08-08T06:30:16.729Z","1"
"30d34149-3996-464a-99ea-8def3fde01ef","Elmer Black",12105,6052,"2017-02-25T07:23:03.414Z","1"
"29b1c34c-08af-4d14-8036-d8c2a9afec24","Lynda Richardson",15932,7966,"2017-01-29T08:36:44.216Z","1"
"fa732ec0-65e1-4cd1-b424-fa67b6153212","Sherry Owen",7269,3634,"2017-04-02T11:29:25.260Z","1"
"2f62f945-d46b-4de1-8752-540dea9f306b","Jessica Harper",28217,14108,"2017-05-02T14:38:41.734Z","1"
"d258b34e-a942-4dfd-8817-49c9c3bd3bab","Roger Pena",12889,6444,"2017-05-10T09:33:10.811Z","1"
"528087e0-0ea9-431d-8954-205630cfd6c3","Arthur Torres",9865,4932,"2017-07-15T12:34:46.490Z","1"
"9f58c5ed-2356-4b78-90fd-06292f79b807","Megan Cain",21870,10935,"2017-06-10T13:12:26.023Z","1"
"efa60d29-8813-48b5-80af-b828de3da6db","Mike Bowers",2470,1235,"2017-03-08T14:37:36.642Z","1"
"8b937921-cf50-4da8-ba16-7d4ed1be642b","Bob Castillo",30085,15042,"2017-03-29T15:32:11.899Z","1"
"fc05c22d-07ca-4bab-b658-4ba1babb6b30","Elmer Black",1910,955,"2017-11-01T10:53:35.512Z","2"
"112f51fd-ed8b-4885-9f5a-d436ac0d878a","Cary Hines",28581,14290,"2017-09-08T15:40:47.018Z","2"
"97b34987-5ac5-44af-b4ea-13706355eb76","Ernestine Berry",37035,18517,"2017-02-19T07:19:31.265Z","2"
"915f8709-ff5e-494f-b9d4-edada415371f","Joel Poole",27380,13690,"2017-06-08T08:17:02.265Z","4"
"be6860c6-ba7d-4f5b-9387-2f6a89f57ed9","Jeffery Cook",10680,5340,"2017-09-19T06:45:10.748Z","2"
"b20bf955-a265-4568-90ca-7eb3eb268de0","Beverly Bennett",30106,15053,"2017-08-06T14:53:17.157Z","2"
"f439cda0-62b9-40a8-bf6d-0d4316ef082d","Alyssa Hale",7345,3672,"2017-09-10T12:01:21.166Z","1"
"5b38e9ca-4153-4786-b497-a8cd206e59b2","Nicholas Turner",15577,7788,"2017-01-03T07:54:50.822Z","3"
"13272ca0-a2a0-4a6e-88af-e71f02976f3f","Johnnie Andrews",21172,10586,"2017-08-18T07:25:08.094Z","1"
"e77e1abc-b00d-4c34-aaad-f20edebd4a59","Kate Gutierrez",29795,14897,"2017-08-08T11:32:58.742Z","1"
"49623e65-9633-4a91-9a74-13f6101c017d","Clara Wilkins",37337,18668,"2017-06-25T11:57:47.946Z","1"
"43616a33-51f8-4ebc-8006-6e3ab2607635","Caleb Padilla",26562,13281,"2017-01-02T08:45:38.359Z","1"
"eafe7c9d-22be-4942-8308-ef5f67a5f7fd","Spencer Leonard",36686,18343,"2017-05-03T14:12:47.195Z","1"
"be1b51d4-0c01-4568-8422-9a3435a25a0b","Spencer Leonard",27859,13929,"2017-03-23T14:44:40.431Z","2"
"4b86b273-7757-402a-bf2b-805f8857be4a","Amos Potter",33201,16600,"2017-05-21T08:11:45.147Z","1"
"65e1becd-a1ac-466c-bd4d-4ee444a336aa","Peggy Nunez",19940,9970,"2017-03-02T12:27:42.044Z","1"
"8d1b5ceb-32b3-428c-9d1f-8243757e7a6f","Jessica Harper",23098,11549,"2017-07-19T08:14:14.006Z","2"
"3d2b7af9-7690-40eb-9593-44280cebe9ea","Cary Hines",22628,11314,"2017-04-08T10:40:08.311Z","2"
"68c90651-6457-437e-bd92-a424d2d762c6","Blanca Day",29286,14643,"2017-04-04T15:53:01.537Z","3"
"325e92a3-6070-4c2a-bc1e-b3b1429f47ae","Faith Luna",27679,13839,"2017-08-29T13:29:59.946Z","2"
"42848b78-6836-4b5c-851f-78cf7e72f1db","Howard Abbott",9487,4743,"2017-03-15T07:08:08.120Z","1"
"12bbc24e-fff9-420b-863d-a719a1c473b8","Sergio Weber",16876,8438,"2017-06-11T12:40:05.359Z","1"
"9b5d8c79-8d9c-42cf-83f1-2c8a380dd328","Jodi Thornton",2077,1038,"2017-01-15T14:44:22.590Z","1"
"dca74371-c81f-4e7d-8e8b-25ca62eae27d","Tomas Harrison",22810,11405,"2017-02-02T08:55:56.671Z","4"
"842a525d-f05e-4dce-90df-79b4f7b2c267","Howard Abbott",6168,3084,"2017-12-05T10:48:19.698Z","1"
"1c49d6b4-a583-4d5f-842c-69ba9cf8c5d6","Gwendolyn Phelps",3974,1987,"2017-08-20T12:33:17.912Z","3"
"8cf284c2-58cd-4472-ac76-3fef5c7a6cbd","Megan Cain",27126,13563,"2017-10-04T08:44:02.663Z","3"
"26e80c3b-0330-48d0-beac-73f7c5ee527f","Allen Hoffman",19448,9724,"2017-07-07T09:08:03.713Z","2"
"3faf7c65-7e12-4146-81a9-8961b05d708a","Jeffery Cook",8144,4072,"2017-08-21T09:05:27.299Z","1"
"cc016962-8424-4398-9095-fe9d9cb315dc","Nicholas Turner",38046,19023,"2017-04-13T10:33:30.207Z","2"
"6851e5a5-3b56-474b-8fdd-0eef59f3c44b","Ted Casey",29890,14945,"2017-03-09T07:19:29.910Z","1"
"485b529b-fce2-4a9f-9d98-108fa4fb6c60","Roger Pena",39238,19619,"2017-10-09T15:03:47.264Z","1"
"aefc28d4-67e9-4741-b1f7-f8b225308bdb","Howard Abbott",19992,9996,"2017-10-05T08:10:21.634Z","1"
"c79ed935-6811-41c1-9c71-bf3b22c69138","Alyssa Hale",1001,500,"2017-11-28T10:24:27.566Z","1"
"9217b9bf-02ed-4c09-a9f8-68ef97ec7252","Sue Parsons",8467,4233,"2017-10-05T12:02:27.523Z","1"
"fcf2593a-e354-406b-8f68-4f92405d5454","Jeff Hawkins",10626,5313,"2017-04-09T08:22:54.894Z","1"
"4b44494a-ce3e-4c4b-8d5a-3fbd717b2c08","Henrietta Barton",1029,514,"2017-07-29T06:09:21.693Z","2"
"3c202a23-a026-44c9-b532-96466014e12c","Tricia Curry",1297,648,"2017-11-06T11:28:50.616Z","4"
"9f89258b-ae93-44da-8b23-72bd872ae117","Dolores Moss",4243,2121,"2017-11-06T16:27:16.430Z","2"
"9255de6d-c73a-4ca1-94f3-97690fb3b156","Jeffery Cook",14853,7426,"2017-07-02T08:04:14.450Z","1"
"3ae752c2-73f9-45cd-8e09-6c6a605b57bb","Gwendolyn Phelps",30684,15342,"2017-10-02T09:15:13.714Z","1"
"5ae5c35c-1fda-45e2-9e07-aaf84a30c2ad","Margie Todd",5956,2978,"2017-10-11T13:10:19.314Z","1"
"368a42b5-989e-4648-a247-2cb365acca0e","Carole Peterson",21705,10852,"2017-10-04T07:27:34.864Z","2"
"47bb6376-29d3-45af-9e24-5c5b9e647b75","Pedro Baker",31033,15516,"2017-01-08T15:04:35.032Z","4"
"42f8cb0a-9c2a-4d2e-ae47-c9f4028b9fd2","Amos Potter",30197,15098,"2017-07-24T14:43:22.718Z","5"
"4028c5ad-9a78-499b-a134-9dc740524a2b","Zachary Harvey",4537,2268,"2017-06-21T07:50:38.927Z","2"
"ed31bcbc-278b-41bf-b735-8185ba27dadb","Robin Ferguson",31098,15549,"2017-04-03T06:50:05.656Z","2"
"5de39658-bb79-45cb-84cd-e2ff3ab9cd5f","Ellen Dunn",4561,2280,"2017-02-08T09:07:26.095Z","2"
"7e431cb2-0a34-4179-81e1-1afa4b35b5e4","Laura Lee",7953,3976,"2017-04-07T09:03:41.668Z","2"
"4e30f0e3-f60b-407c-9584-44ed01deb385","Geraldine Larson",6677,3338,"2017-06-02T15:22:40.538Z","4"
"b18c5586-74b8-4047-b1e3-48843e2889c1","Rosemary Cooper",7480,3740,"2017-03-28T13:52:38.124Z","2"
"75ca7cdb-80df-41d9-a17f-ea93e1351060","Maureen Mccarthy",25826,12913,"2017-09-22T07:31:40.491Z","1"
"dcf3f3f8-87db-424c-b6fd-8b6ab75f5bb5","Roger Pena",7561,3780,"2017-03-31T10:00:51.419Z","2"
"8367d31e-b1bd-4b14-a5ad-39df57aa8edd","Ada Colon",36261,18130,"2017-07-16T11:21:59.966Z","1"
"6a7ecd65-f2a4-4a42-befe-c00ee9e684ad","Tricia Curry",32963,16481,"2017-01-25T13:33:22.166Z","1"
"41db385c-6625-48c3-913c-72683bf86b2c","Christy Pierce",13456,6728,"2017-07-22T14:27:05.725Z","4"
"68b8a764-f67b-4018-8757-7c7114b29985","Essie Rowe",16146,8073,"2017-12-08T15:42:45.014Z","1"
"c6cfa76a-7038-49ff-bcbf-5b1e919e4a22","Jessica Harper",19831,9915,"2017-12-03T15:31:55.531Z","1"
"adbd04b9-89f2-474d-a3e2-661d89d77c09","Ebony Maxwell",27839,13919,"2017-03-02T16:23:31.110Z","2"
"a935f107-e86c-41f9-bcd4-7e72b85c25f6","Clinton Rodriguez",31208,15604,"2017-02-06T08:09:12.425Z","1"
"9e5ec7b7-e3c8-4551-8dcc-24a85fb614cd","Sophie Cole",29023,14511,"2017-10-13T14:05:16.875Z","1"
"22cf24a1-262b-421f-9498-f5ba23fb5be9","Tracey Murphy",26332,13166,"2017-07-10T15:14:13.866Z","1"
"0a1489ed-fdac-45c7-b47b-0508d4aa96f1","Travis Rose",35049,17524,"2017-05-16T07:43:50.606Z","5"
"293a6bd6-4d14-47e1-8253-2a572ac54e57","Robin Ferguson",38328,19164,"2017-07-31T07:17:15.457Z","1"
"4323216e-72d3-4f94-b22c-52f61acc4125","Allen Hoffman",16571,8285,"2017-07-09T14:12:45.224Z","5"
"30bc7f15-cfe3-457f-b6ae-01159d224676","Elmer Black",37509,18754,"2017-05-24T09:21:27.804Z","4"
"f20095b0-b57a-4023-ab28-f733e9b75c7f","Carlos Parks",38796,19398,"2017-05-04T15:13:32.724Z","2"
"be4ec25b-1b74-4b1f-b531-461d52c6cb13","Arthur Torres",1531,765,"2017-07-04T10:03:32.764Z","3"
"91c6aaeb-cf95-4793-a012-0d7f42e8e2dc","Megan Cain",37234,18617,"2017-01-14T12:17:35.850Z","1"
"05450b4a-9b31-4d12-94c2-46be0723f678","Travis Rose",34562,17281,"2017-07-09T14:00:04.829Z","1"
"3fffe2b2-c86e-4f1f-8038-6fe42f8b6dc9","Joel Poole",24297,12148,"2017-11-08T10:03:55.675Z","1"
"2d56169b-1e10-4ced-8aeb-424d064a8f51","Alyssa Hale",24201,12100,"2017-03-20T12:18:01.181Z","1"
"70da302e-b5a0-41cb-bd07-b7205f8be57c","Zachary Harvey",28791,14395,"2017-04-28T08:20:43.272Z","5"
"c8fbca16-f593-43e9-ac6f-af246b45c2b1","Ignacio Dixon",4384,2192,"2017-05-28T08:56:39.177Z","2"
"922fb202-c520-49a5-bbd7-86c5c46774bf","Jeffery Cook",30181,15090,"2017-11-25T07:58:08.665Z","1"
"b6fce1d7-de37-43d0-a906-abe6fb5b7c20","Megan Cain",28679,14339,"2017-10-09T10:30:24.286Z","1"
"b12cc6a4-40bd-4490-a5cc-55e4cd184419","Melba Rivera",5447,2723,"2017-04-22T09:49:29.209Z","1"
"b86e2be8-5d36-44b1-88fa-877dca31f902","Olivia Long",14080,7040,"2017-11-19T09:33:49.461Z","1"
"371e9e95-db19-4a43-a2ba-4d10f08ad6e2","Anna Hicks",34776,17388,"2017-08-11T07:43:38.262Z","1"
"209d0663-9c02-4bf8-8f6c-a85364690aef","Bertha Lyons",22752,11376,"2017-07-17T13:33:19.373Z","4"
"1d0e160c-6ae8-421d-843f-6523d0c8d349","Faith Luna",25141,12570,"2017-01-06T10:43:12.232Z","1"
"0b5e50ca-dc16-4dcf-816b-bc488881b8f6","Margie Todd",26283,13141,"2017-09-14T07:47:54.770Z","2"
"4be6ae19-f955-467a-9744-666d78376817","Sophie Cole",37736,18868,"2017-08-09T08:41:13.033Z","3"
"fe01106b-33ae-4b54-b2d6-25590e09b9b6","Mike Bowers",10399,5199,"2017-09-15T09:29:03.291Z","1"
"889330c2-c741-4e82-803c-a9989cd166be","Duane Riley",20790,10395,"2017-10-12T09:53:17.729Z","1"
"5c07101a-3249-40be-b34f-dff04f476717","Jodi Thornton",39282,19641,"2017-05-07T11:58:40.256Z","1"
"944306ae-0008-48fd-a65f-3b13052ff965","Henrietta Barton",37145,18572,"2017-05-18T14:11:08.906Z","1"
"58290832-1685-4ffb-ae37-c98135e732ca","Heather Miller",36725,18362,"2017-06-01T12:46:09.426Z","1"
"ad09cc66-4c00-4e45-bc5e-7ab3aaea5d2e","Jeffery Cook",2598,1299,"2017-08-07T13:57:08.341Z","1"
"9cd5a1b5-75c7-4eb4-995a-1945d6271029","Hugh Kim",11988,5994,"2017-04-05T14:14:51.751Z","1"
"e40ca662-e73e-4571-a7cd-9b4cd7e909bf","Jennifer Strickland",28703,14351,"2017-11-27T15:06:56.435Z","2"
"65bc43ca-f12b-4f9e-8de6-7b69dfe918b7","Maureen Mccarthy",36150,18075,"2017-05-04T13:40:11.948Z","1"
"6bf4eea1-0004-401b-ba33-3fca11cf80c7","Theodore Walsh",4005,2002,"2017-02-24T15:58:32.719Z","1"
"4dc1fc6a-a997-42dd-a1d4-d58999f26513","Maureen Mccarthy",37207,18603,"2017-01-04T16:17:51.737Z","2"
"3a9bbe53-3df4-4104-a5e4-cc19cb6cf53b","Sheryl Weaver",5611,2805,"2017-10-04T09:09:58.342Z","1"
"a15672aa-277e-4473-915e-344c31882cb7","Melba Rivera",9723,4861,"2017-08-09T09:50:15.295Z","1"
"b336eebb-12b4-4797-aa16-db24434af606","Duane Riley",10906,5453,"2017-11-20T15:27:21.140Z","1"
"7aa90f93-f319-4bd2-9924-905d79372067","Zachary Harvey",9615,4807,"2017-05-26T11:08:02.722Z","3"
"7e2e1f85-35cb-4b33-9598-59c8608f0503","Elmer Black",4723,2361,"2017-04-19T15:27:38.353Z","1"
"d3f4660d-a330-4aa9-b5e7-80924f8ddee9","Roger Pena",26222,13111,"2017-06-19T12:47:51.318Z","2"
"6c59e17b-9b8b-4005-b325-bc0381a64d7e","Matthew Reeves",23827,11913,"2017-08-28T15:38:14.746Z","3"
"b30ce32d-8ce7-4947-9775-d68e6000ad80","Cary Hines",26465,13232,"2017-12-01T15:30:08.853Z","1"
"984637f4-03c7-40d0-9e55-000120673937","Cary Hines",36273,18136,"2017-01-03T08:36:48.333Z","1"
"7b2c71b3-c3f1-42d6-9afc-fd8a65d64486","Preston Mendoza",37481,18740,"2017-09-24T15:48:28.991Z","3"
"6070a667-a391-4bef-b94f-f8db12b6d608","Theodore Walsh",29484,14742,"2017-07-12T12:26:00.807Z","4"
"bc45c409-26fb-4808-8212-c2054cda58ca","Alyssa Hale",36030,18015,"2017-12-08T08:25:40.924Z","1"
"bc323426-b2e6-49d5-aaa1-35d2c2296ab1","Zachary Harvey",35998,17999,"2017-11-17T15:20:14.913Z","3"
"9fef84bb-1eb0-46c4-ba8a-67322deed82c","Elmer Black",9054,4527,"2017-03-11T09:23:22.995Z","1"
"d9531eac-5082-4939-bbcc-9dbb67405685","Roy Neal",22862,11431,"2017-04-02T14:25:22.068Z","1"
"6d7e710c-116d-42b0-a660-94ffd5e2ac43","Sherry Owen",31113,15556,"2017-09-12T10:48:36.851Z","1"
"ac78635c-1413-4abc-999e-984535f02dcf","Laura Lee",38674,19337,"2017-05-20T11:00:57.642Z","1"
"01df78b4-cf54-41e0-a4ed-e675e983e539","Jessica Harper",4355,2177,"2017-05-30T13:59:22.249Z","1"
"690418d0-4838-4493-a828-10c19fc2d097","Arlene Freeman",24235,12117,"2017-08-19T12:30:10.455Z","1"
"3caa819a-c474-4a71-9c55-0f750080fffa","Caleb Padilla",3984,1992,"2017-01-24T15:00:44.757Z","2"
"ed84b8db-a2f9-49ab-94ac-64e86ca4b9ae","Geraldine Larson",601,300,"2017-07-22T10:24:01.217Z","1"
"3ac44b9b-0421-460a-ab65-49a1fdcfa355","Arthur Torres",33988,16994,"2017-09-26T14:22:31.487Z","5"
"13d28c37-94ee-4f0e-a0f5-ce698ef3a7b8","Shawna Joseph",27644,13822,"2017-05-16T08:34:32.944Z","1"
"0806f5b7-356c-4761-b3c8-eb3ae6f15ff8","Lee Mitchell",16318,8159,"2017-09-10T08:39:12.955Z","1"
"37a58f43-0806-4633-b811-4dd457422d72","Caleb Padilla",22524,11262,"2017-04-08T06:47:10.922Z","1"
"1168a95d-3cc6-4454-8a72-9e18fa53195a","Dwayne Wheeler",31067,15533,"2017-05-27T13:03:55.777Z","1"
"e7059ece-a8a5-4457-b58f-6ff715f90391","Bob Castillo",35803,17901,"2017-04-02T07:08:31.605Z","1"
"4277360f-5bc3-4a55-ba49-87a38ee0e372","Sheryl Weaver",33076,16538,"2017-05-04T15:16:08.748Z","1"
"8d9c83ad-9928-4161-bc6b-3eb2dfe822e0","Amos Potter",29692,14846,"2017-10-23T08:09:31.861Z","1"
"ebbcbb55-5c00-4462-a89e-6c53ff42b2f9","Olivia Long",16772,8386,"2017-01-20T12:33:48.413Z","1"
"e344f90f-7175-4749-944a-440a8f52fd81","Cecilia Ramirez",14016,7008,"2017-03-06T13:58:51.908Z","1"
"7842999a-6a57-4040-9188-b5732ac2168b","Carlos Parks",16419,8209,"2017-01-21T08:56:43.890Z","2"
"716dd5d6-6caf-4039-aa16-4cde295cf230","Christy Pierce",22773,11386,"2017-03-09T09:21:10.397Z","1"
"c3dfb013-e6d4-4838-a690-1c58f7fca680","Caleb Padilla",15209,7604,"2017-11-18T16:52:43.082Z","1"
"b4a58b59-8568-4299-89da-e76182981df8","Fernando Harris",21774,10887,"2017-09-11T12:58:40.922Z","2"
"7e9cd449-ac06-48ae-8828-3cedc65d9842","Lee Mitchell",21480,10740,"2017-06-12T06:09:53.413Z","4"
"1edd726e-d8b3-4e95-a544-4538a79d9ee4","Richard Silva",34729,17364,"2017-11-25T10:49:10.751Z","1"
"38c44f5a-1390-4668-a99e-82eb25152cce","Allen Hoffman",115,57,"2017-10-24T07:31:58.583Z","1"
"b39ce422-398b-4f20-9d21-6830d2881c72","Sergio Weber",13808,6904,"2017-06-24T08:55:39.571Z","5"
"3b4477dd-5020-4116-8107-e76a902e12e6","Alyssa Hale",17033,8516,"2017-09-10T11:09:26.640Z","5"
"03ebf695-09ed-40dd-9d72-ed893cd33687","Ebony Maxwell",5448,2724,"2017-07-04T09:02:50.947Z","1"
"f6bce503-22c0-423e-bf18-d2d251df8096","Ada Colon",18347,9173,"2017-04-10T08:26:23.623Z","1"
"f607fc18-d659-4adf-8bac-de8a436da7c2","Johnnie Andrews",24107,12053,"2017-03-11T13:08:13.639Z","2"
"db76d974-466f-4e3d-b149-d9b8c4fdb513","Richard Silva",23146,11573,"2017-02-21T09:45:58.053Z","4"
"4de4d065-282c-442f-981a-8c443388573e","Blanca Day",18136,9068,"2017-04-01T11:30:11.368Z","3"
"e349069a-8860-4124-86bd-13f4fd9f6a66","Cecilia Ramirez",11069,5534,"2017-01-04T09:06:41.752Z","1"
"32833141-2d98-4816-b038-1f7aa0095498","Gwendolyn Phelps",28318,14159,"2017-08-18T07:49:18.799Z","2"
"654f2f30-3b1f-488d-9796-22982706a3fd","Jessica Harper",25812,12906,"2017-09-27T14:08:42.939Z","2"
"ea558ec1-326c-4f99-addf-e2996f5c6788","Cary Hines",38381,19190,"2017-05-11T15:22:14.677Z","1"
"84145654-a9bb-48eb-9ca3-a7d0aa1dbbdd","Joyce Sherman",8895,4447,"2017-01-05T09:54:58.296Z","1"
"5c68697e-bf17-488d-a41f-f684fba05baa","Angela Pratt",15370,7685,"2017-07-03T07:36:13.944Z","1"
"da167ef8-2613-4da2-8d48-49b87151c3e3","Geraldine Larson",26390,13195,"2017-11-26T14:48:30.950Z","5"
"f85e599b-22bc-47ae-a561-96c330887325","Anna Hicks",11663,5831,"2017-10-09T08:03:03.459Z","1"
"e5f5b5e9-df13-42bc-9583-cae5d33b1e9d","Jeff Hawkins",30824,15412,"2017-07-15T08:16:16.185Z","1"
"53d5a6a4-dda2-4fb6-ac2f-cea4b88eb3ee","Preston Mendoza",10632,5316,"2017-10-11T10:52:40.272Z","1"
"458789f3-37fe-461d-90d6-147d1161a6dc","Allen Hoffman",16430,8215,"2017-01-24T12:56:00.420Z","1"
"17b8867f-afa6-450e-998b-4a31b83a4d7e","Crystal Jennings",25079,12539,"2017-03-20T10:10:20.076Z","1"
"65855211-3986-479f-bceb-18121cafa5d8","Rosemary Cooper",12132,6066,"2017-06-08T13:48:33.480Z","1"
"48492646-3496-4e90-93db-7aa7ce170f00","Laura Lee",9179,4589,"2017-11-04T13:20:06.209Z","2"
"e5166e1f-93cd-4cc3-88af-6ebdbe1a71be","Stewart Fletcher",14452,7226,"2017-04-21T12:05:08.598Z","5"
"7a28b192-8676-44f0-b996-149fc0c39efd","Dominick Brady",32662,16331,"2017-07-13T06:15:20.202Z","3"
"f71b6f87-ee53-4b97-a2ec-f9ba867dc6b9","Ignacio Dixon",17552,8776,"2017-02-14T16:18:17.045Z","2"
"c75f9aec-b8ea-4678-bc44-6b6441767c53","Pedro Baker",29228,14614,"2017-06-15T14:11:12.226Z","1"
"a1ab20f3-b901-468f-9337-12cf6abcf256","Jodi Thornton",29542,14771,"2017-01-08T14:55:35.547Z","2"
"b80a1c47-bbe1-419c-b572-a14c184396cf","Kendra Cohen",17818,8909,"2017-12-06T13:18:44.677Z","2"
"1ccfdfd6-a8e9-4efc-bfe5-a0c93eaac526","Lynda Richardson",9146,4573,"2017-01-27T12:42:27.181Z","1"
"6feb1418-c2b8-4835-971a-c39f7128a06a","Tomas Harrison",9569,4784,"2017-01-02T08:33:41.618Z","1"
"f1365e49-e049-49ee-8ed1-6adb8adbcb22","Peggy Nunez",18143,9071,"2017-03-07T08:32:32.360Z","1"
"221d04c4-6eb7-463d-b11f-6adf4be83bb7","Jeannette Hamilton",16098,8049,"2017-05-26T10:37:13.697Z","4"
"4394656e-d472-44cb-b544-620d75094db3","Lynn Ball",716,358,"2017-11-01T13:50:08.949Z","1"
"4ba24b39-ff7e-4b61-824e-287a415cedfe","Johnnie Andrews",33934,16967,"2017-03-26T08:39:46.225Z","5"
"fa432890-d8b9-435a-8c58-54c283f53691","Jenna Harrington",27021,13510,"2017-04-13T15:32:50.375Z","3"
"ff18ae7f-25a8-4516-be2f-47901764ef76","Elmer Black",35432,17716,"2017-03-12T08:10:44.455Z","3"
"14be8246-72e1-41e9-91d2-ed30000d96c4","Gwendolyn Phelps",36144,18072,"2017-11-15T11:55:56.746Z","1"
"3cd907ed-b8ff-4108-b18e-0d64566979ed","Roy Neal",34873,17436,"2017-10-24T13:33:51.863Z","2"
"0d7f2c46-eef9-41c4-8e2a-f7447f0be8ea","Christy Pierce",11401,5700,"2017-12-06T07:33:39.520Z","1"
"bf137d9a-0741-44fe-9672-5891cb029623","Geraldine Larson",2974,1487,"2017-03-17T16:04:16.641Z","1"
"843e9a8c-d4b6-4f18-b72a-2714096a2ea3","Olivia Long",21568,10784,"2017-04-15T06:29:18.453Z","1"
"81cddf86-a94e-49ef-9c7a-438407b3a82d","Ted Casey",33274,16637,"2017-10-11T10:01:59.993Z","1"
"677d58cc-87c3-4fc9-8c1e-2b6493952ed8","Sue Parsons",12520,6260,"2017-01-13T16:00:26.046Z","1"
"39ce1bd1-463b-45cd-b957-518294cf8f5e","Duane Riley",7646,3823,"2017-10-13T12:09:44.301Z","1"
"47011f13-3cc3-4f64-a14d-95359c351fca","Jennifer Strickland",20845,10422,"2017-08-09T11:29:02.997Z","2"
"9fc6842a-d916-4a21-a3ed-539573e7c5f9","Juana Porter",27712,13856,"2017-05-24T11:50:36.960Z","1"
"98c2a54d-d5ce-4f20-930a-700494fda783","Howard Abbott",7020,3510,"2017-05-05T13:12:56.457Z","2"
"38fc6c55-0b2d-425e-9a2d-c02ea99e0316","Arlene Freeman",33716,16858,"2017-03-29T13:47:39.178Z","2"
"0f84c34a-bf01-417b-a47d-ba09a34bcb5f","Alyssa Hale",6148,3074,"2017-04-05T11:23:18.377Z","4"
"83c34ad1-ea22-492c-8fb8-1b3f2ce434d4","Duane Riley",28207,14103,"2017-06-23T07:14:39.400Z","2"
"7ebcac20-bd2d-417e-82f4-9efdb46c4058","Allen Hoffman",12741,6370,"2017-02-23T12:37:41.368Z","1"
"776936e3-9185-4256-8a47-06bcd45a0d91","Clifton Anderson",15297,7648,"2017-05-18T10:44:20.568Z","2"
"4477b509-36df-4ee6-96b1-f0d37ae62aef","Amos Potter",35548,17774,"2017-02-20T09:41:25.909Z","5"
"b5c8eebd-c7f0-4c0a-92d2-34da8825ae32","Lynda Richardson",23462,11731,"2017-08-07T12:43:06.973Z","1"
"4bf2a73a-ad15-4f4c-bdc1-f4455a931746","Spencer Leonard",6917,3458,"2017-12-09T12:54:33.343Z","1"
"03234694-12f4-42cb-89c6-c89248ccdb9f","Arlene Freeman",17454,8727,"2017-01-16T10:46:32.599Z","3"
"d6a7623d-96b3-4b1f-b482-9e60b0684339","Doreen Hudson",36604,18302,"2017-10-21T14:25:38.833Z","1"
"8d444817-785d-4b38-88d0-5af2203d109f","Gwendolyn Phelps",39622,19811,"2017-07-17T07:06:16.980Z","3"
"cc8bb954-dd7f-4906-bcb6-22b8260731cf","Roosevelt Moran",23098,11549,"2017-03-20T14:01:05.552Z","2"
"a70669c4-6487-424a-806f-6d2d1601c65b","Clifton Anderson",16239,8119,"2017-08-06T12:54:39.290Z","1"
"c774a1c7-db4a-4137-983c-9f5682e8fcba","Laura Lee",37918,18959,"2017-04-02T12:28:34.320Z","1"
"739e9691-6e0b-4879-b1ae-c264886db909","Theodore Walsh",3542,1771,"2017-11-30T14:28:34.216Z","2"
"74e1ac3a-2b80-4a65-bd00-6713d74c51ed","Tomas Harrison",4053,2026,"2017-08-13T08:55:59.720Z","2"
"79c28c30-38e2-4891-8935-24bc2b412d4f","Roosevelt Moran",23931,11965,"2017-06-05T12:56:01.651Z","3"
"21253381-1834-41a3-8e03-0b994a97791b","Geraldine Larson",6928,3464,"2017-08-11T10:56:52.184Z","1"
"045700d4-3f40-47af-be93-2aa2607887e7","Roosevelt Moran",5638,2819,"2017-04-25T13:31:12.618Z","2"
"ad203090-9ee0-4353-a651-c0733d8fc147","Ebony Maxwell",19204,9602,"2017-04-01T09:25:34.638Z","1"
"1e3b16be-db2b-495f-be4b-198d2b7fe044","Lucille Bryant",12815,6407,"2017-06-25T06:32:30.364Z","1"
"8f3a472e-ed69-4631-89e1-3b7687797647","Jeff Hawkins",37134,18567,"2017-01-05T13:45:59.491Z","3"
"631eb03c-227d-4421-a873-e120bbf885a5","Christy Pierce",33075,16537,"2017-09-08T14:27:35.300Z","2"
